nct_id,brief_title,kmeans_cluster
NCT03859245,Photobiomodulation & Ketogenic Diet for Treatment of Mid-periphery Retinal Disorders for Alzheimer's Disease Prevention,2
NCT02166827,"Effects of a NeuroAD System, for the Treatment of Alzheimer Disease",1
NCT07154394,Cardiac Amyloid Deposits and Heart Dysfunction in Alzheimer's Disease,0
NCT06556966,A Study Assessing the Safety and Tolerability of LY03020 in Chinese Healthy Subjects,4
NCT06467539,Novel Augmentation of DAOIB and Antioxidant for Early Dementia,2
NCT06582706,Nicotinic Acid for the Treatment of Alzheimer's Disease,2
NCT02921776,"Vidatalk Communication Application: Usability, Acceptability and Efficacy Study",3
NCT00940589,Efficacy of Circadin® 2 mg in Patients With Mild to Moderate Alzheimer Disease Treated With AChE Inhibitor,1
NCT05741060,Effect of Equol Supplementation on Arterial Stiffness and Cognition in Healthy Volunteers,2
NCT03112096,A Phase I [18F]THK-5351 Positron Emission Tomography Study in Healthy Subjects and Alzheimer's Disease,0
NCT01778946,Nicotine Treatment of Cognitive Decline in Down Syndrome,2
NCT05899764,Epileptic Hippocampus in Alzheimer's Disease,5
NCT00988598,"A Brief Study To Evaluate The Safety, Tolerability, And Blood Levels Of Multiple Doses Of PF-044467943 Or Placebo In Combination With Donepezil In Subjects With Mild To Moderate Alzheimer's Disease",1
NCT01217021,Safety and Efficacy of Positron Emission Tomography (PET) Imaging With MNI-558,0
NCT05886114,"A Multi-domain Lifestyle Intervention Among Aged Community-residents in Zhejiang, China",3
NCT01189084,Observational Study to Monitor Long-term Immunogenicity and Efficacy of UB 311 Vaccine in Subjects With Alzheimer's Disease,1
NCT05113732,Association of Cognition With Functional Mobility in People With Alzheimer's Disease,2
NCT06477484,Blood Biomarkers for Screening of Alzheimer's Disease,5
NCT06883019,Lecanemab for Early Onset Familial Alzheimer's Disease,2
NCT06492967,LatAm-FINGERS Initiative for Cognitive Change,3
NCT06058234,Medicare Anti-Aβ mAb Coverage With Evidence Development (CED) Study,2
NCT05613699,Exercise for Young Adults With Cancer,3
NCT02107599,The Feasibility of Florbetapir Quantitation in Europe,2
NCT04418232,Feasibility of a Systems Approach for Alzheimer's Services Among Latinos Attending Primary Care Practices,3
NCT06116084,Randomized Controlled Study Evaluating the Efficacy of Hypnosis in Nuclear Medicine,3
NCT05328115,"A Study on the Safety, Tolerability and Immunogenicity of ALZ-101 in Participants With Early Alzheimer's Disease",1
NCT06224725,Acrylamide and Health Outcomes,2
NCT01584440,"Efficacy, Safety and Tolerability Study of AVP-923 (Dextromethorphan/Quinidine) for Treatment of Symptoms of Agitation in Participants With Alzheimer's Disease",1
NCT05282550,Targeting Cognition in Early Alzheimer's Disease by Improving Sleep With Trazodone,2
NCT06134180,CONFIDENCE-AI Financial Education for Caregivers (CONFIDENCE-AI),3
NCT04239079,Autoimmune Features of Neurodegenerative Disorders,5
NCT06439992,Beta Amyloid PET Imaging for Alzheimer Disease With [18F]-Fluselenamyl,0
NCT03290326,tACS for Amyloid-β Reduction in Alzheimer's Disease,0
NCT01926691,Predictors for Poststroke Outcomes: Tel Aviv Brain Acute Stroke Cohort Acute Stroke Cohort (TABASCO),2
NCT07107074,Effects of a Widely Used Vaccine Adjuvant in Subjects With Early Alzheimer's Disease Double-blind Study to Assess the Safety and Efficacy of AD04 in Patients With Early Alzheimer's Disease - ADVANCE,1
NCT07226674,Microbiota Mediated Flavonoid Metabolites for Cognitive Health,2
NCT07265323,Effect of Physiologic Insulin Administration on Insulin Sensitivity and Cognition,2
NCT05516134,All About Me: An Intervention to Ease the Transition to Long Term Care,3
NCT07059871,A Study of Silkworm Pupa Powder Intervention in the Nutritional Status of Patients With Alzheimer's Disease.,3
NCT01834716,Exercise in Asymptomatic Pre-Alzheimer's Disease Pilot Study,2
NCT00555204,Safety and Efficacy Study of ABT-089 in Adults With Mild to Moderate Alzheimer's Disease,1
NCT03960476,Decision Making and Implementation of Aging-in-Place/Long Term Care Plans Among Older Adults,3
NCT03069391,The Interactive Physical and Cognitive Exercise System,2
NCT01779310,Clinical Pathway for Alzheimer's Disease in China (CPAD),3
NCT06936124,Deep Brain Stimulation of the Pedunculopontine Nucleus for Alzheimer's Disease,2
NCT02226835,Study of Retinal Findings in People With Signs and Symptoms of Alzheimer s Disease Enrolled in 09-M-0198,2
NCT00916617,Study Evaluating The Long-Term Safety And Efficacy Of Subcutaneous Bapineuzumab,1
NCT04270474,Reducing Risk of Dementia Through Deprescribing,2
NCT05377060,Disclosing Dementia Risk Based on Plasma Phosphorylated Tau,5
NCT05826379,Daily Goal Setting to Increase Everyday Physical Activity and Promote Cognitive Health in Midlife,2
NCT05010603,Late Onset Alzheimer's Disease,2
NCT06047340,Feasibility Study of Game Technology in the Early Diagnosis of Mild Cognitive Impairment and Alzheimer's Disease,5
NCT06930560,HEARS-NPS: Addressing Hearing Loss as a Common Unmet Contributor of Neuropsychiatric Symptoms,3
NCT06027320,The Retain Your Brain Health Study (RetainYourBrain.com),2
NCT05477862,Neural Mechanisms of Clinically Designed Improvisatory Music for Alzheimer's Disease,2
NCT04229927,BPDO-1603 Intervention Trial in Patients With Moderate-to-severe Alzheimer's Disease,1
NCT03172117,Follow-up Study of Safety and Efficacy in Subjects Who Completed NEUROSTEM® Phase-I/IIa Clinical Trial.,1
NCT01211782,AC-1204 Long-term Efficacy Response Trial (ALERT Protocol),1
NCT01423396,Impact of Controlling Vascular Risk Factors on the Progression of Alzheimer's Disease,2
NCT05576688,"Trunk Control, Balance, Gait, Functional Mobility and Fear of Falling in People With Alzheimer's Disease",2
NCT05788848,Virtual Reality Cognitive Therapy for Alzheimer's Disease,1
NCT03927040,Transcranial Electromagnetic Treatment Against Alzheimer's Disease,2
NCT04265482,Community-based Cohort of Functional Decline in Subjective Cognitive Complaint Elderly,5
NCT05125224,Data Analysis for Drug Repurposing for Effective Alzheimer's Medicines (DREAM)- Dihydropyridine Calcium Channel Blockers Versus Hydrochlorothiazide,2
NCT01594346,Multicenter Vitamin E Trial in Aging Persons With Down Syndrome,2
NCT01345110,A Longitudinal Multidimensional Population Study on Brain Aging,2
NCT01969123,Study of the Safety and Effectiveness of Two Doses of Investigational Study Drug EVP-6124 in Subjects With Alzheimer's Disease,1
NCT03136679,Discovery of Novel Biomarkers That Will Lead to the Early Detection of Alzheimer's Disease,5
NCT00829374,Safety and Efficacy Study Evaluating Dimebon in Patients With Mild to Moderate Alzheimer's Disease on Donepezil,1
NCT00626613,The Relationship Between Risperdal Treatment and Quality of Life in Patients With Alzheimer's Disease and Behavioural and Psychological Symptoms of Dementia (BPSD),3
NCT05767580,"Comparison of Dual Assignment, Cadence, and Gait Speed in Alzheimer's Dementia and Healthy Geriatric Individuals",2
NCT07140601,Environmental Pollutants and Neurological Disorders,2
NCT01811381,Curcumin and Yoga Therapy for Those at Risk for Alzheimer's Disease,2
NCT05081219,SNIFF - Combo INI+EMPA Trial,5
NCT01126099,Prazosin Treatment for Disruptive Agitation in Alzheimer's Disease,3
NCT02007291,Good Rate of Clinical Response to Cholinesterase Inhibitors in Alzheimer's Disease After Three Months of Treatment,2
NCT01626391,Safety Study of TRx0237 in Patients Already Taking Medications for Mild and Moderate Alzheimer's Disease,1
NCT05172128,Effect of Blueberry Supplementation on Alzheimer's Biomarkers,5
NCT02667665,Verification Study and Reactivity Study for the Validity of QuQu Scale,5
NCT01900665,Progress of Mild Alzheimer's Disease in Participants on Solanezumab Versus Placebo,5
NCT04570644,Randomized I/II Phase Study of ALZT-OP1 Combination Therapy in Alzheimer's Disease and Normal Healthy Volunteers,4
NCT06535308,BnH-015B Clinical Trial in Moderate Alzheimer's Disease,2
NCT06702124,A Phase 3 Study of Rotigotine in Combination with Rivastigmine in Mild to Moderate Alzheimer's Disease,1
NCT04277767,The Role of Ophthalmologic Tests and EEG Imaging in Alzheimer's Disease,2
NCT06152211,"Music-Based Interventions, Aging, Alzheimer's Disease",3
NCT02300584,"Distance Savvy: Testing Tele-Savvy, a Distance Dementia Family Caregiver Education Program",3
NCT04314934,OLE of Phase 2b/3 Study ANAVEX2-73-AD-004,1
NCT04828434,Virtual Individual Cognitive Stimulation Therapy: a Proof of Concept Study,3
NCT00519298,Study Evaluating Effects of SAM-531 on Sleep Electroencephalogram (EEG) and Quantitative Wake EEG in Healthy Subjects,4
NCT02363504,The Locus Coeruleus and Memory,2
NCT01254448,Multiple Ascending Dose Study of TC-5619 in Healthy Elderly Subjects and Subjects With Alzheimer's Disease,4
NCT04080544,Cognitive Decline and Alzheimer's Disease in the Dallas Lifespan Brain Study,0
NCT04325204,Faith-Based Toolbox for African Americans With Dementia,3
NCT01746498,Therapeutic Effect of Direct Current Stimulation on Cognitive Function of Mild to Moderate Alzheimer Patients,2
NCT00752232,Study Evaluating ACC-001 in Japanese Patients With Mild To Moderate Alzheimer's Disease,1
NCT05194163,MW150 Stress Kinase Inhibitor in Mild to Moderate Alzheimer's Disease,1
NCT02356055,Mass Practice of Activities of Daily Living in Dementia (STOMP),3
NCT05172687,The Effect of De-Prescribing Antipsychotics on Health and Quality of Life for People With Dementia,3
NCT07290387,Tele-Savvy for Latino Caregivers,3
NCT06874621,"VY7523-102: Randomized, Placebo-Controlled, Double-Blind, Multiple Ascending Dose Study in Participants With Early Alzheimer's Disease",2
NCT03204604,The Brain Ketone Body Challenge Imaging Study,0
